Time(ms),Waypoint_id,Waypoint_lat,Waypoint_lon,Distance_to_wp(meters),Bearing(degrees),Current_lat,Current_lon,Heading(degrees),FL,FR,DL,DR
93053,1,-99.0000000,-99.0000000,14989627.00,184.00,36.6084136,-121.8795089,185.00,1737,1663,1500,1500
93129,1,-99.0000000,-99.0000000,14989627.00,184.00,36.6084098,-121.8795089,185.00,1737,1663,1500,1500
94054,1,-99.0000000,-99.0000000,14989627.00,184.00,36.6084098,-121.8795089,187.00,1727,1673,1500,1500
94129,1,-99.0000000,-99.0000000,14989627.00,184.00,36.6084060,-121.8795089,187.00,1727,1673,1500,1500
95060,1,-99.0000000,-99.0000000,14989627.00,184.00,36.6084060,-121.8795089,188.00,1721,1679,1500,1500
95137,1,-99.0000000,-99.0000000,14989627.00,184.00,36.6083984,-121.8795089,188.00,1721,1679,1500,1500
96053,1,-99.0000000,-99.0000000,14989627.00,184.00,36.6083984,-121.8795089,186.00,1731,1669,1500,1500
96130,1,-99.0000000,-99.0000000,14989627.00,184.00,36.6083946,-121.8795089,186.00,1731,1669,1500,1500
97055,1,-99.0000000,-99.0000000,14989627.00,184.00,36.6083946,-121.8795089,186.00,1731,1669,1500,1500
97132,1,-99.0000000,-99.0000000,14989627.00,184.00,36.6083908,-121.8795089,186.00,1731,1669,1500,1500
98057,1,-99.0000000,-99.0000000,14989627.00,184.00,36.6083908,-121.8795089,186.00,1731,1669,1500,1500
98134,1,-99.0000000,-99.0000000,14989626.00,184.00,36.6083831,-121.8795089,186.00,1731,1669,1500,1500
99056,1,-99.0000000,-99.0000000,14989626.00,184.00,36.6083831,-121.8795089,186.00,1730,1670,1500,1500
99134,1,-99.0000000,-99.0000000,14989626.00,184.00,36.6083793,-121.8795089,186.00,1730,1670,1500,1500
100049,1,-99.0000000,-99.0000000,14989626.00,184.00,36.6083793,-121.8795089,186.00,1730,1670,1500,1500
100127,1,-99.0000000,-99.0000000,14989624.00,184.00,36.6083717,-121.8795242,187.00,1725,1675,1500,1500
101050,1,-99.0000000,-99.0000000,14989624.00,184.00,36.6083717,-121.8795242,190.00,1710,1690,1500,1500
101125,1,-99.0000000,-99.0000000,14989621.00,184.00,36.6083641,-121.8795242,190.00,1709,1691,1500,1500
102049,1,-99.0000000,-99.0000000,14989621.00,184.00,36.6083641,-121.8795242,192.00,1700,1700,1500,1500
102125,1,-99.0000000,-99.0000000,14989621.00,184.00,36.6083602,-121.8795242,192.00,1700,1700,1500,1500
103060,1,-99.0000000,-99.0000000,14989621.00,184.00,36.6083602,-121.8795242,191.00,1703,1697,1500,1500
103137,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083526,-121.8795242,191.00,1703,1697,1500,1500
104049,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083526,-121.8795242,192.00,1699,1701,1500,1500
104124,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083488,-121.8795242,192.00,1698,1702,1500,1500
105056,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083488,-121.8795242,192.00,1698,1702,1500,1500
105131,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083412,-121.8795242,192.00,1697,1703,1500,1500
106051,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083412,-121.8795242,191.00,1701,1699,1500,1500
