Orientation(degrees),FL,FR,DL,DR
-72.89,-6.79,69.83,0.17,1500,1500,1875,1875
-76.07,-6.26,69.80,0.17,1500,1500,1876,1876
-78.49,-5.89,69.93,0.17,1500,1500,1877,1877
-80.31,-5.84,70.24,0.17,1500,1500,1878,1878
-82.00,-6.24,70.83,0.17,1500,1500,1879,1879
-83.27,-7.03,71.74,0.17,1500,1500,1879,1879
-84.45,-8.14,72.92,0.17,1500,1500,1879,1879
-85.83,-9.45,74.41,0.13,1500,1500,1879,1879
-89.15,-11.35,76.44,0.13,1500,1500,1879,1879
-91.75,-12.37,77.87,0.13,1500,1500,1879,1879
-95.44,-13.18,78.98,0.13,1500,1500,1879,1879
-100.16,-13.73,79.71,0.13,1500,1500,1879,1879
-105.61,-13.98,79.96,0.13,1500,1500,1880,1880
-112.07,-13.89,79.79,0.13,1500,1500,1880,1880
-118.04,-13.60,79.39,0.13,1500,1500,1881,1881
-124.00,-13.14,78.88,0.13,1500,1500,1882,1882
-129.99,-12.46,78.23,0.12,1500,1500,1883,1883
-138.17,-11.20,77.50,0.12,1500,1500,1884,1884
-143.33,-10.16,77.03,0.12,1500,1500,1884,1884
-148.08,-9.01,76.79,0.12,1500,1500,1885,1885
-151.39,-8.62,78.25,0.12,1500,1500,1885,1885






flip again but kp is 1 ki is 0.1 kd is 0.1 30 seconds
